consumer,error_number,errors
Émerson Vargas Cavalcanti,3,"[{'Order_id': 3503, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3504, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 3505, 'Product_id': 24, 'Product_name': 'polaroid'}]"
Adriano Pedroso Barroso,6,"[{'Order_id': 3506, 'Product_id': 9, 'Product_name': 'fluke'}, {'Order_id': 3507, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 3508, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 3509, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3510, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 3511, 'Product_id': 31, 'Product_name': 'camera polaroid'}]"
Rafael Oliveira,4,"[{'Order_id': 3512, 'Product_id': 19, 'Product_name': 'bateria de carro'}, {'Order_id': 3513, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 3514, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3515, 'Product_id': 48, 'Product_name': 'cerveja'}]"
Janaína Paschoal,1,"[{'Order_id': 3516, 'Product_id': 1, 'Product_name': 'battery'}]"
Kléber Leal,6,"[{'Order_id': 3517, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 3518, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 3519, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 3520, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 3521, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3522, 'Product_id': 12, 'Product_name': 'multimeter'}]"
Carlos Medeiros Falcão,4,"[{'Order_id': 3525, 'Product_id': 26, 'Product_name': 'nikon'}, {'Order_id': 3526, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 3527, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 3528, 'Product_id': 52, 'Product_name': 'bebedouro'}]"
Poliane Pacheco da Silva,2,"[{'Order_id': 3529, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 3530, 'Product_id': 63, 'Product_name': 'cafeteira'}]"
Poliane Lobo Pedroso,5,"[{'Order_id': 3532, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 3533, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 3534, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 3535, 'Product_id': 11, 'Product_name': 'kabel'}, {'Order_id': 3536, 'Product_id': 26, 'Product_name': 'nikon'}]"
Nicolas Pacheco,4,"[{'Order_id': 3537, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 3538, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 3539, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 3540, 'Product_id': 39, 'Product_name': 'moto g10 plus'}]"
Adriano Arruda,5,"[{'Order_id': 3541, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3542, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3543, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 3544, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 3545, 'Product_id': 60, 'Product_name': 'cacau show'}]"
Heloísa Barroso Gimenes,7,"[{'Order_id': 3546, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 3547, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 3548, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3549, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 3550, 'Product_id': 69, 'Product_name': 'barra de chocolate'}, {'Order_id': 3551, 'Product_id': 49, 'Product_name': 'whisky'}, {'Order_id': 3552, 'Product_id': 42, 'Product_name': 'papel de parede branco'}]"
Gilmar Vargas,3,"[{'Order_id': 3554, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 3556, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 3557, 'Product_id': 46, 'Product_name': 'vinho'}]"
Beatriz Paschoal,5,"[{'Order_id': 3559, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 3560, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 3561, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 3563, 'Product_id': 15, 'Product_name': 'switch controller'}, {'Order_id': 3564, 'Product_id': 56, 'Product_name': 'malbec'}]"
Kléber Quadros,5,"[{'Order_id': 3565, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 3566, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3567, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 3568, 'Product_id': 11, 'Product_name': 'kabel'}, {'Order_id': 3569, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}]"
Heloísa Farias Lima,4,"[{'Order_id': 3570, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 3571, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 3572, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 3573, 'Product_id': 66, 'Product_name': 'leite condensado'}]"
Gilmar da Cruz,6,"[{'Order_id': 3574, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 3575, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 3576, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3577, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3578, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 3579, 'Product_id': 57, 'Product_name': 'dolce gusto'}]"
Valdomiro Quadros Cavalcanti,1,"[{'Order_id': 3580, 'Product_id': 50, 'Product_name': 'gin'}]"
Carina Machado,2,"[{'Order_id': 3581, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 3583, 'Product_id': 22, 'Product_name': 'câmera'}]"
Nicole Gimenes Braga,5,"[{'Order_id': 3585, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 3586, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 3588, 'Product_id': 67, 'Product_name': 'cortina para sala'}, {'Order_id': 3589, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 3590, 'Product_id': 61, 'Product_name': 'pasta'}]"
Fernando Falcão Ito,3,"[{'Order_id': 3591, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 3592, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 3593, 'Product_id': 60, 'Product_name': 'cacau show'}]"
Nicolas Falcão Damasceno,7,"[{'Order_id': 3594, 'Product_id': 17, 'Product_name': 'bateria carro'}, {'Order_id': 3595, 'Product_id': 38, 'Product_name': 'motorola g10'}, {'Order_id': 3596, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 3597, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3598, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 3599, 'Product_id': 64, 'Product_name': 'heineken'}, {'Order_id': 3600, 'Product_id': 39, 'Product_name': 'moto g10 plus'}]"
Kléber Fraga Farias,1,"[{'Order_id': 3601, 'Product_id': 56, 'Product_name': 'malbec'}]"
Adriano Vargas,3,"[{'Order_id': 3603, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 3604, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 3605, 'Product_id': 38, 'Product_name': 'motorola g10'}]"
Antônio Velho,3,"[{'Order_id': 3607, 'Product_id': 51, 'Product_name': 'queijo'}, {'Order_id': 3608, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3609, 'Product_id': 52, 'Product_name': 'bebedouro'}]"
Taís Paschoal,4,"[{'Order_id': 3610, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3611, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 3612, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 3613, 'Product_id': 58, 'Product_name': 'espumante'}]"
Nicole Ruiz Barroso,5,"[{'Order_id': 3614, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 3615, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3616, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3618, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 3619, 'Product_id': 49, 'Product_name': 'whisky'}]"
Gilmar Vaz,2,"[{'Order_id': 3620, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3621, 'Product_id': 61, 'Product_name': 'pasta'}]"
Gilmar Machado Cavalcanti,4,"[{'Order_id': 3623, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 3624, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 3625, 'Product_id': 55, 'Product_name': 'mercado livre'}, {'Order_id': 3626, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}]"
Rafael Cavalcanti,2,"[{'Order_id': 3627, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 3629, 'Product_id': 66, 'Product_name': 'leite condensado'}]"
Antônio Quadros,4,"[{'Order_id': 3632, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 3634, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 3635, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 3636, 'Product_id': 62, 'Product_name': 'carrefour'}]"
Beatriz Ito,5,"[{'Order_id': 3637, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 3638, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 3639, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 3640, 'Product_id': 45, 'Product_name': 'instax mini 11'}, {'Order_id': 3641, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}]"
Taís Arruda,3,"[{'Order_id': 3643, 'Product_id': 8, 'Product_name': 'car battery'}, {'Order_id': 3644, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 3645, 'Product_id': 2, 'Product_name': 'bateria'}]"
Heloísa Damasceno Lima,1,"[{'Order_id': 3647, 'Product_id': 63, 'Product_name': 'cafeteira'}]"
Elaine da Cunha Velho,1,"[{'Order_id': 3648, 'Product_id': 52, 'Product_name': 'bebedouro'}]"
Nicolas Oliveira,3,"[{'Order_id': 3649, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 3650, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 3651, 'Product_id': 70, 'Product_name': 'leite ninho'}]"
Fabiana Silveira,4,"[{'Order_id': 3652, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 3653, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3654, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 3655, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}]"
Kléber Arruda Braz,6,"[{'Order_id': 3656, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3657, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 3658, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 3660, 'Product_id': 39, 'Product_name': 'moto g10 plus'}, {'Order_id': 3661, 'Product_id': 19, 'Product_name': 'bateria de carro'}, {'Order_id': 3662, 'Product_id': 5, 'Product_name': 'led lights'}]"
Rafael Paim da Silva,5,"[{'Order_id': 3664, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 3665, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 3667, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 3668, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 3669, 'Product_id': 25, 'Product_name': 's20 fe'}]"
Taís Ito Monteiro,2,"[{'Order_id': 3670, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 3671, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}]"
Rafael da Cruz,3,"[{'Order_id': 3673, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3675, 'Product_id': 68, 'Product_name': 'açúcar'}, {'Order_id': 3676, 'Product_id': 39, 'Product_name': 'moto g10 plus'}]"
Elaine Vaz Ito,2,"[{'Order_id': 3677, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 3678, 'Product_id': 21, 'Product_name': 'camera'}]"
Nicole Ruiz,6,"[{'Order_id': 3680, 'Product_id': 16, 'Product_name': 'fichario'}, {'Order_id': 3681, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 3682, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3683, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3684, 'Product_id': 10, 'Product_name': 'laser'}, {'Order_id': 3685, 'Product_id': 5, 'Product_name': 'led lights'}]"
Janaína de Salles Arruda,6,"[{'Order_id': 3686, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 3688, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 3689, 'Product_id': 53, 'Product_name': 'jack daniels'}, {'Order_id': 3690, 'Product_id': 1, 'Product_name': 'battery'}, {'Order_id': 3691, 'Product_id': 27, 'Product_name': 'camera canon'}, {'Order_id': 3692, 'Product_id': 48, 'Product_name': 'cerveja'}]"
Elaine Paschoal Fraga,2,"[{'Order_id': 3693, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 3694, 'Product_id': 50, 'Product_name': 'gin'}]"
Isabela Pedroso Braz,4,"[{'Order_id': 3695, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 3697, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3699, 'Product_id': 48, 'Product_name': 'cerveja'}, {'Order_id': 3700, 'Product_id': 14, 'Product_name': 'carregador iphone'}]"
Isabela da Cruz,2,"[{'Order_id': 3701, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 3702, 'Product_id': 4, 'Product_name': 'power supply'}]"
Elaine Pedroso,4,"[{'Order_id': 3703, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 3705, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 3706, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 3707, 'Product_id': 63, 'Product_name': 'cafeteira'}]"
Rafael da Cunha Quadros,1,"[{'Order_id': 3708, 'Product_id': 28, 'Product_name': 'instax'}]"
Kléber Damasceno Pacheco,5,"[{'Order_id': 3709, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 3710, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 3711, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 3712, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 3713, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}]"
Beatriz Lobo,2,"[{'Order_id': 3714, 'Product_id': 42, 'Product_name': 'papel de parede branco'}, {'Order_id': 3715, 'Product_id': 3, 'Product_name': 'batteries'}]"
Émerson Medeiros Pedroso,6,"[{'Order_id': 3717, 'Product_id': 62, 'Product_name': 'carrefour'}, {'Order_id': 3719, 'Product_id': 6, 'Product_name': 'battery charger'}, {'Order_id': 3720, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 3721, 'Product_id': 41, 'Product_name': 'samsung s20 fe'}, {'Order_id': 3722, 'Product_id': 7, 'Product_name': 'trash can'}, {'Order_id': 3723, 'Product_id': 37, 'Product_name': 'moto g9 plus'}]"
Beatriz Fraga,5,"[{'Order_id': 3724, 'Product_id': 58, 'Product_name': 'espumante'}, {'Order_id': 3725, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 3727, 'Product_id': 61, 'Product_name': 'pasta'}, {'Order_id': 3728, 'Product_id': 44, 'Product_name': 'camera de segurança wifi'}, {'Order_id': 3729, 'Product_id': 59, 'Product_name': 'doces'}]"
Antônio Machado,1,"[{'Order_id': 3731, 'Product_id': 5, 'Product_name': 'led lights'}]"
Émerson Monteiro Braga,2,"[{'Order_id': 3732, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3733, 'Product_id': 1, 'Product_name': 'battery'}]"
Valdomiro Gimenes Braga,2,"[{'Order_id': 3734, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 3735, 'Product_id': 56, 'Product_name': 'malbec'}]"
Janaína Silveira,1,"[{'Order_id': 3736, 'Product_id': 25, 'Product_name': 's20 fe'}]"
Nicole Barroso,7,"[{'Order_id': 3737, 'Product_id': 59, 'Product_name': 'doces'}, {'Order_id': 3738, 'Product_id': 60, 'Product_name': 'cacau show'}, {'Order_id': 3739, 'Product_id': 32, 'Product_name': 'instax mini'}, {'Order_id': 3740, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3741, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 3742, 'Product_id': 12, 'Product_name': 'multimeter'}, {'Order_id': 3743, 'Product_id': 15, 'Product_name': 'switch controller'}]"
Nicole Fraga Medeiros,4,"[{'Order_id': 3745, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3746, 'Product_id': 3, 'Product_name': 'batteries'}, {'Order_id': 3747, 'Product_id': 30, 'Product_name': 'moto g9'}, {'Order_id': 3749, 'Product_id': 64, 'Product_name': 'heineken'}]"
Beatriz Carmo Oliveira,2,"[{'Order_id': 3751, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 3752, 'Product_id': 1, 'Product_name': 'battery'}]"
Antônio de Salles Lima,2,"[{'Order_id': 3753, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3754, 'Product_id': 45, 'Product_name': 'instax mini 11'}]"
Émerson Simões,3,"[{'Order_id': 3755, 'Product_id': 13, 'Product_name': 'led strip'}, {'Order_id': 3756, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 3757, 'Product_id': 23, 'Product_name': 'moto g10'}]"
Nicole Pedroso da Cunha,3,"[{'Order_id': 3758, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 3759, 'Product_id': 67, 'Product_name': 'cortina para sala'}, {'Order_id': 3760, 'Product_id': 43, 'Product_name': 'moto g 10'}]"
Fabiana Cavalcanti,3,"[{'Order_id': 3761, 'Product_id': 20, 'Product_name': 'led rgb'}, {'Order_id': 3762, 'Product_id': 33, 'Product_name': 'câmera fotográfica'}, {'Order_id': 3763, 'Product_id': 46, 'Product_name': 'vinho'}]"
Rafael Fraga Assis,5,"[{'Order_id': 3765, 'Product_id': 47, 'Product_name': 'chocolate'}, {'Order_id': 3766, 'Product_id': 63, 'Product_name': 'cafeteira'}, {'Order_id': 3767, 'Product_id': 29, 'Product_name': 'camera fotografica'}, {'Order_id': 3768, 'Product_id': 31, 'Product_name': 'camera polaroid'}, {'Order_id': 3769, 'Product_id': 67, 'Product_name': 'cortina para sala'}]"
Beatriz Paschoal,2,"[{'Order_id': 3771, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 3772, 'Product_id': 13, 'Product_name': 'led strip'}]"
Adriano Pedroso Oliveira,5,"[{'Order_id': 3774, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3775, 'Product_id': 57, 'Product_name': 'dolce gusto'}, {'Order_id': 3776, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 3777, 'Product_id': 37, 'Product_name': 'moto g9 plus'}, {'Order_id': 3778, 'Product_id': 30, 'Product_name': 'moto g9'}]"
Valdomiro Pedroso,4,"[{'Order_id': 3779, 'Product_id': 24, 'Product_name': 'polaroid'}, {'Order_id': 3781, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3782, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}, {'Order_id': 3783, 'Product_id': 37, 'Product_name': 'moto g9 plus'}]"
Isabela da Cruz,2,"[{'Order_id': 3785, 'Product_id': 52, 'Product_name': 'bebedouro'}, {'Order_id': 3786, 'Product_id': 53, 'Product_name': 'jack daniels'}]"
Heloísa Lopes,6,"[{'Order_id': 3787, 'Product_id': 50, 'Product_name': 'gin'}, {'Order_id': 3788, 'Product_id': 14, 'Product_name': 'carregador iphone'}, {'Order_id': 3789, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 3790, 'Product_id': 70, 'Product_name': 'leite ninho'}, {'Order_id': 3791, 'Product_id': 66, 'Product_name': 'leite condensado'}, {'Order_id': 3792, 'Product_id': 7, 'Product_name': 'trash can'}]"
Beatriz Paschoal,3,"[{'Order_id': 3794, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 3795, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 3797, 'Product_id': 39, 'Product_name': 'moto g10 plus'}]"
Kléber Paschoal,2,"[{'Order_id': 3798, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 3799, 'Product_id': 38, 'Product_name': 'motorola g10'}]"
Janaína Nazário,2,"[{'Order_id': 3801, 'Product_id': 43, 'Product_name': 'moto g 10'}, {'Order_id': 3802, 'Product_id': 68, 'Product_name': 'açúcar'}]"
Gilmar Barroso,7,"[{'Order_id': 3803, 'Product_id': 21, 'Product_name': 'camera'}, {'Order_id': 3804, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3805, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 3806, 'Product_id': 65, 'Product_name': 'morango'}, {'Order_id': 3807, 'Product_id': 18, 'Product_name': 'arduino'}, {'Order_id': 3808, 'Product_id': 35, 'Product_name': 'monitor ultrawide'}, {'Order_id': 3809, 'Product_id': 9, 'Product_name': 'fluke'}]"
Rafael Arruda,6,"[{'Order_id': 3811, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 3812, 'Product_id': 36, 'Product_name': 'ipad'}, {'Order_id': 3813, 'Product_id': 46, 'Product_name': 'vinho'}, {'Order_id': 3814, 'Product_id': 2, 'Product_name': 'bateria'}, {'Order_id': 3815, 'Product_id': 34, 'Product_name': 'papel de parede cinza'}, {'Order_id': 3816, 'Product_id': 40, 'Product_name': 'notebook samsung i7'}]"
Carina Arruda,3,"[{'Order_id': 3817, 'Product_id': 54, 'Product_name': 'vodka'}, {'Order_id': 3818, 'Product_id': 22, 'Product_name': 'câmera'}, {'Order_id': 3821, 'Product_id': 43, 'Product_name': 'moto g 10'}]"
Antônio Machado,6,"[{'Order_id': 3822, 'Product_id': 4, 'Product_name': 'power supply'}, {'Order_id': 3823, 'Product_id': 28, 'Product_name': 'instax'}, {'Order_id': 3824, 'Product_id': 25, 'Product_name': 's20 fe'}, {'Order_id': 3825, 'Product_id': 23, 'Product_name': 'moto g10'}, {'Order_id': 3826, 'Product_id': 5, 'Product_name': 'led lights'}, {'Order_id': 3827, 'Product_id': 68, 'Product_name': 'açúcar'}]"
